Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I10	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
I10	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+1.39267257e+02	+0.00000000e+00
I10	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+1.39374126e+02	+0.00000000e+00
I10	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+1.40679994e+02	+0.00000000e+00
I10	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+1.40424887e+02	+0.00000000e+00
I10	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+1.40664825e+02	+0.00000000e+00
I10	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+1.40814441e+02	+0.00000000e+00
I10	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+1.41601823e+02	+0.00000000e+00
I10	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+1.42081698e+02	+0.00000000e+00
I10	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+1.41203995e+02	+0.00000000e+00
I10	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+1.41496333e+02	+0.00000000e+00
I10	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+1.41960351e+02	+0.00000000e+00
I10	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+1.42446431e+02	+0.00000000e+00
I10	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+1.41463928e+02	+0.00000000e+00
I10	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+1.42501589e+02	+0.00000000e+00
I10	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+1.42620869e+02	+0.00000000e+00
I10	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+1.42689816e+02	+0.00000000e+00
I10	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+1.41644570e+02	+0.00000000e+00
I10	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+1.42719464e+02	+0.00000000e+00
I10	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+1.42080319e+02	+0.00000000e+00
I10	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+1.42969743e+02	+0.00000000e+00
I10	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+1.43393771e+02	+0.00000000e+00
I10	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+1.43193134e+02	+0.00000000e+00
I10	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+1.42621558e+02	+0.00000000e+00
I10	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+1.43359297e+02	+0.00000000e+00
I10	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+1.42953885e+02	+0.00000000e+00
I10	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+1.43288971e+02	+0.00000000e+00
I10	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+1.43305518e+02	+0.00000000e+00
I10	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+1.41846587e+02	+0.00000000e+00
I10	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+1.43564761e+02	+0.00000000e+00
I10	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+1.43046275e+02	+0.00000000e+00
I10	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+1.42707053e+02	+0.00000000e+00
I10	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+1.43918462e+02	+0.00000000e+00
I10	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+1.43680593e+02	+0.00000000e+00
I10	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+1.43276560e+02	+0.00000000e+00
I10	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+1.44794786e+02	+0.00000000e+00
I10	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+1.44612765e+02	+0.00000000e+00
I10	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+1.44860287e+02	+0.00000000e+00
I10	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+1.44141163e+02	+0.00000000e+00
I10	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+1.44370759e+02	+0.00000000e+00
I10	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+1.43950868e+02	+0.00000000e+00
I10	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+1.43592340e+02	+0.00000000e+00
I10	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+1.43546145e+02	+0.00000000e+00
I10	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+1.44812023e+02	+0.00000000e+00
I10	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+1.45289830e+02	+0.00000000e+00
I10	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+1.44452806e+02	+0.00000000e+00
I10	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+1.44423848e+02	+0.00000000e+00
I10	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+1.44869939e+02	+0.00000000e+00
I10	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+1.44163226e+02	+0.00000000e+00
I10	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+1.44556228e+02	+0.00000000e+00
I10	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+1.45214677e+02	+0.00000000e+00
I10	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+1.44507275e+02	+0.00000000e+00
I10	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+1.44445911e+02	+0.00000000e+00
I10	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+1.45500810e+02	+0.00000000e+00
I10	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+1.44904413e+02	+0.00000000e+00
I10	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+1.44297674e+02	+0.00000000e+00
I10	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+1.45537352e+02	+0.00000000e+00
I10	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+1.44857529e+02	+0.00000000e+00
I10	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+1.45151935e+02	+0.00000000e+00
I10	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+1.45096777e+02	+0.00000000e+00
I10	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+1.45313962e+02	+0.00000000e+00
I10	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+1.46212349e+02	+0.00000000e+00
I10	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+1.44749281e+02	+0.00000000e+00
I10	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+1.44983013e+02	+0.00000000e+00
I10	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+1.45864164e+02	+0.00000000e+00
I10	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+1.46186149e+02	+0.00000000e+00
I10	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+1.45199509e+02	+0.00000000e+00
I10	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+1.46823225e+02	+0.00000000e+00
I10	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+1.45629052e+02	+0.00000000e+00
I10	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+1.45343609e+02	+0.00000000e+00
I10	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+1.45600784e+02	+0.00000000e+00
I10	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+1.46400576e+02	+0.00000000e+00
I10	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+1.45866921e+02	+0.00000000e+00
I10	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+1.46385408e+02	+0.00000000e+00
I10	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+1.46094449e+02	+0.00000000e+00
I10	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+1.47121768e+02	+0.00000000e+00
I10	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+1.45904153e+02	+0.00000000e+00
I10	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+1.47991197e+02	+0.00000000e+00
